Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,PB,,,,,,,,,,"106,00","104,25","101,00"
CARNE DE FRANGO CONGELADO (kg),ATACADO,PB,"4,39","4,21","4,10","4,21","4,30","4,39","4,12","4,18","4,60","5,14","5,11","5,05"
CARNE SUÍNA CONGELADA CARCAÇA (kg),ATACADO,PB,,,,,,,,,,"7,00","6,85","6,90"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,PB,,,,,,,,,,"96,00","95,00","99,30"
CARÁ (kg),ATACADO,PB,,,,,,,,,,,,"3,80"
CEBOLA (kg),ATACADO,PB,"1,21","1,66","1,67","1,79","3,01","3,73","3,41","2,65","1,86","0,74","1,02","1,67"
COCO VERDE (un),ATACADO,PB,"1,05","1,20","1,30","1,30","1,29","1,29","1,22","1,00","1,10","1,14","1,11","0,88"
FARINHA DE MANDIOCA (50 kg),ATACADO,PB,"96,00","97,50","101,33","100,00","108,33","117,08","94,33","86,50","89,17","84,47","87,33","89,92"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (25 kg),ATACADO,PB,,,,,,,,,,,,"40,60"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,PB,,,,,,,,,,,,"26,00"
FEIJÃO CAUPI (60 kg),ATACADO,PB,"118,73","144,50","189,50","182,75","202,20","206,00","182,80","136,75","137,42","143,35","157,25","178,33"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,PB,,,,,,,,,,,,"102,00"
FEIJÃO COMUM CORES (60 kg),ATACADO,PB,"142,60","168,75","203,00","217,63","223,20","224,00","206,60","197,88","201,25","198,00","198,00","210,70"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PB,,,,,,,,,,,,"123,00"
FEIJÃO COMUM CORES TIPO 2 (30 kg),ATACADO,PB,,,,,,,,,,,,"110,00"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,PB,,,,,,,,,,,,"96,00"
FLOCOS DE MILHO PRE-COZIDO (15 kg),ATACADO,PB,,,,,,,,,,,,"34,48"
INHAME (kg),ATACADO,PB,"4,11","4,33","3,49","2,67","3,50","4,27","4,18","4,21","3,86","4,37","4,89","5,71"
LARANJA PERA (kg),ATACADO,PB,"0,75","0,75","0,75","0,87","0,86","0,77","0,67","0,67","0,68","0,82","0,88","0,83"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,PB,"149,10","148,81","148,00","147,50","144,04","145,00","147,00","144,50","146,25","149,40","149,25","154,50"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,PB,,,,,,,,,,,,"32,25"
LEITE DE VACA PASTEURIZADO TIPO C (12 l),ATACADO,PB,,,,,,,,,,,,"26,40"
LEITE DE VACA TIPO C (l),ATACADO,PB,"2,03","2,08","2,14","2,19","2,17","2,19","2,19","2,19","2,19","2,13","2,18","2,20"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (15 kg),ATACADO,PB,,,,,,,,,,,,"42,40"
MAMÃO FORMOSA (kg),ATACADO,PB,"0,89","0,81","0,82","0,90","0,83","0,85","0,94","0,93","0,98","0,91","0,87","0,98"
MARACUJÁ AZEDO (kg),ATACADO,PB,"3,35","2,85","2,98","2,99","2,66","2,71","2,73","2,80","3,66","3,81","4,41","4,25"
MAÇÃ NACIONAL (kg),ATACADO,PB,"3,47","3,48","3,45","3,08","2,97","3,34","3,39","3,41","3,45","3,91","4,22","4,41"
MILHO EM GRÃOS (60 kg),ATACADO,PB,,,,,,,"43,61","42,87","41,67","42,42","41,50",
OLEO DE SOJA REFINADO (20 latas),ATACADO,PB,,,,,,,,,,,,"62,00"
OVOS DE GALINHA GRANDE BRANCO (20 dz),ATACADO,PB,,,,,,,,,,"58,80","59,65","61,50"
PIMENTÃO VERDE (kg),ATACADO,PB,"1,88","1,98","2,00","2,03","2,89","2,09","2,10","2,37","2,09","3,13","3,15","4,26"
QUIABO (kg),ATACADO,PB,"2,89","3,40","3,27","3,27","3,58","4,00","3,85","3,74","2,75","3,31","3,19","3,46"
TANGERINA (kg),ATACADO,PB,"1,54","1,80","1,97","2,12","1,49","1,25","1,05","1,32","1,39","1,16","1,05","1,13"
TOMATE (kg),ATACADO,PB,"1,11","1,43","1,28","1,83","2,28","1,91","1,14","1,10","0,83","1,33","2,24","1,68"
ABACAXI PÉROLA (t),PRODUTOR,PB,"740,00","910,25","1.278,00","1.251,25","1.198,00","1.307,25","1.332,00","1.221,88","1.193,50","1.140,70","1.131,25","1.308,33"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,"19,40","19,50","19,50","19,50",,,,,,,,
AMENDOIM EM CASCA (25 kg),PRODUTOR,PB,"82,61","82,38","82,38","82,38",,,,,,,,
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PB,"45,00","45,00","45,00","45,00",,,,,,,,
BANANA (20 kg),PRODUTOR,PB,"9,52","9,83","13,20","15,43","16,92","18,25","20,60","21,30","21,55","20,00","18,88","18,88"
BANANA PACOVAN (1000 un),PRODUTOR,PB,,,,,,,,,,,,"78,50"
BATATA-DOCE AMARELA (kg),PRODUTOR,PB,,,,,,,,,,,,"1,46"
BOI GORDO (15 kg),PRODUTOR,PB,,,,,,,,,,"135,00","135,00","135,25"
CANA DE AÇÚCAR (t),PRODUTOR,PB,"61,84","63,05","64,26","64,70","66,52","67,86","69,22","70,34","70,29","70,71","82,50","90,60"
CARNE CAPRINA CARCAÇA (kg),PRODUTOR,PB,,,,,,,,,,"12,25","12,15","12,25"
CARNE CAPRINA DIANTEIRA (kg),PRODUTOR,PB,,,,,,,,,,"12,25","12,15","12,23"
CARNE CAPRINA TRASEIRA (kg),PRODUTOR,PB,,,,,,,,,,"12,25","12,23","12,28"
CARÁ SÃO TOMÉ (kg),PRODUTOR,PB,,,,,,,,,,,,"2,95"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,PB,"2,93","3,10","2,95","2,80",,,,,,,,
FARINHA DE MANDIOCA (50 kg),PRODUTOR,PB,"69,50","72,75","75,50","71,00","78,90","82,75","66,90","64,44","66,69","65,25","65,06","70,88"
FEIJÃO CAUPI (60 kg),PRODUTOR,PB,"101,31","103,08","103,08","103,08",,,"141,72","124,07","127,54","132,92","143,07",
FEIJÃO COMUM CORES (60 kg),PRODUTOR,PB,"118,98","121,47","121,47","121,47",,,,,,"153,00","156,00",
FRANGO VIVO (kg),PRODUTOR,PB,"3,30","3,48","3,58","2,91","2,76","3,01","2,61","2,97","3,54","4,20","4,26","4,30"
INHAME DA COSTA (kg),PRODUTOR,PB,,,,,,,,,,,,"5,25"
LEITE DE VACA (l),PRODUTOR,PB,"1,01","1,02","1,00","0,97","1,00","1,00","0,95","0,98","1,00","1,01","1,08","1,10"
LEITE DE VACA IN NATURA (l),PRODUTOR,PB,,,,,,,,,,,,"1,10"
MANGABA FRUTO (kg),PRODUTOR,PB,"1,70","1,70","1,61","1,54","1,63","1,78","1,80",,,,,
MEL DE ABELHA (kg),PRODUTOR,PB,,,,,,,,,,,,"8,00"
MILHO EM GRÃOS (60 kg),PRODUTOR,PB,"37,88","38,28","38,28","38,28",,,,"39,80","39,73",,,
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,PB,,,,,,,,,,"128,00","131,50","132,25"
OVOS DE GALINHA GRANDE BRANCO (dz),PRODUTOR,PB,,,,,,,,,,"2,34","2,39","2,51"
POLVILHO (50 kg),PRODUTOR,PB,"147,20","148,75","150,00","143,75","149,00","143,75","134,00","130,00","133,75","134,00","141,00","155,83"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PB,"202,77","202,24","196,80","180,88","190,83","206,25","202,60","190,97","194,06","199,00","215,00","282,99"
SISAL EM BRUTO (kg),PRODUTOR,PB,"2,10","2,03","2,09","2,25","2,30","2,30","2,34","2,40","2,40","2,40","2,40",
UVA (kg),PRODUTOR,PB,"1,86","1,94","2,04","1,86","2,21","2,22","1,85","2,17","2,70","3,45","3,59","2,45"
UVA DE MESA ISABEL (kg),PRODUTOR,PB,,,,,,,,,,,,"2,43"
BATATA INGLESA (kg),VAREJO,PB,,,,,,,,,,,,"4,52"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,PB,,,,,,,,,,"10,35","10,35","11,00"
CARNE DE FRANGO CONGELADO (kg),VAREJO,PB,,,,,,,,,,"5,57","5,66","6,15"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,PB,,,,,,,,,,"6,80","6,70","6,85"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,PB,,,,,,,,,,"14,50","14,50","15,18"
CEBOLA (kg),VAREJO,PB,,,,,,,,,,,,"3,39"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,PB,"10,80","9,95","9,95","9,61","9,31","9,50","9,73","9,95","10,00","9,76","9,60","9,75"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,PB,,,,,,,,,,,,"2,83"
PÃO FRANCÊS (kg),VAREJO,PB,,,,,,,,,,,,"8,20"
TOMATE (kg),VAREJO,PB,,,,,,,,,,,,"3,52"
ABACAXI (un),ATACADO,PE,"1,80","2,48","2,63","2,00","2,31","2,58","2,10","1,68","2,07","1,71","2,00","1,89"
ALHO (kg),ATACADO,PE,"7,53","8,08","8,68","9,13","9,38","9,93","10,00","10,83","11,00","11,50","12,05","14,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,"127,80","127,50","125,00","124,25","127,00","125,00","125,80","123,75","123,75","120,00","130,00","125,00"
BANANA PRATA (kg),ATACADO,PE,"1,02","0,86","0,85","0,85","0,85","0,85","0,85","0,85","0,85","0,85","0,93","1,00"
BATATA INGLESA (kg),ATACADO,PE,"3,32","2,85","2,32","2,43","2,88","2,97","2,77","1,88","2,38","1,86","2,77","2,80"
BATATA-DOCE (kg),ATACADO,PE,"1,37","1,67","1,75","1,89","2,00","2,00","1,89","1,67","1,59","1,67","1,67","1,67"
CARNE DE FRANGO CONGELADO (kg),ATACADO,PE,"4,24","4,00","3,84","4,03","4,00","4,26","4,18","4,15","4,38","5,12","5,40","5,15"
CARNE DE FRANGO RESFRIADO (kg),ATACADO,PE,"4,52","4,50","4,40","4,18","4,10","4,20","4,20","4,30","4,35","5,29","5,50","5,50"
CARÁ (kg),ATACADO,PE,"2,07","2,33","2,33","2,33","2,33","2,33","2,33","2,33","2,40","2,75","3,31","3,33"
CEBOLA (kg),ATACADO,PE,"1,72","2,40","2,59","2,56","3,91","4,58","4,22","3,49","2,31","1,04","1,62","2,47"
COCO VERDE (un),ATACADO,PE,"1,30","1,31","1,25","1,26","1,30","1,12","1,15","1,20","1,20","1,11","1,12","1,32"
FARINHA DE MANDIOCA (50 kg),ATACADO,PE,"91,13","89,38","87,03","88,19","91,88","93,44","87,23","82,41","80,25","79,13","83,19","86,25"
FARINHA DE TRIGO (50 kg),ATACADO,PE,"97,00","97,75","100,00","100,00","100,00","100,00","100,00","100,00","100,00","100,00","100,00","103,75"
FEIJÃO CAUPI (60 kg),ATACADO,PE,"170,50","189,38","187,81","194,03","197,25","187,66","167,38","154,03","145,31","148,70","179,19","196,00"
FEIJÃO COMUM CORES (60 kg),ATACADO,PE,"173,63","196,41","202,03","200,31","203,50","196,56","186,80","184,06","173,55","172,49","188,04","206,43"
INHAME (kg),ATACADO,PE,"4,00","4,00","3,00","2,67","3,83","4,10","4,00","4,00","3,92","4,24","5,02","5,73"
LARANJA PERA (kg),ATACADO,PE,"0,91","1,00","1,00","1,23","1,30","1,23","1,20","1,20","1,20","1,20","1,20","1,20"
MAMÃO FORMOSA (kg),ATACADO,PE,"1,20","0,95","0,95","1,00","1,00","1,00","1,00","1,02","1,20","1,20","1,08","1,15"
MARACUJÁ AZEDO (kg),ATACADO,PE,"2,26","1,65","2,43","2,35","1,72","1,85","1,62","1,83","2,83","3,33","2,88","2,37"
MAÇÃ NACIONAL (kg),ATACADO,PE,"3,12","3,01","2,78","2,78","2,86","3,23","3,11","4,04","4,11","3,63","4,18","4,56"
MILHO EM GRÃOS (60 kg),ATACADO,PE,,"43,00","43,25","45,00","45,80","46,50","45,40","47,00","44,49","42,76","42,57","44,73"
OVOS DE GALINHA BRANCO (A) (30 dz),ATACADO,PE,"51,60","64,50","67,50","65,00","60,40","65,00","71,20","73,25","75,50","64,40","65,75","72,00"
PIMENTÃO VERDE (kg),ATACADO,PE,"2,05","1,88","1,88","2,06","2,87","2,14","2,19","2,59","1,90","1,90","1,60","2,41"
QUIABO (kg),ATACADO,PE,"3,44","5,03","3,50","3,50","3,77","3,50","3,35","3,55","3,00","3,64","3,45","3,25"
TANGERINA (kg),ATACADO,PE,"2,38","2,28","2,45","2,00","1,66","1,56","1,61","1,74","1,75","1,91","2,13","2,36"
TOMATE (kg),ATACADO,PE,"1,27","1,57","1,62","1,91","2,80","2,29","1,28","1,16","1,01","1,25","2,58","1,76"
ARROZ EM CASCA (60 kg),PRODUTOR,PE,"44,50","44,50","44,50","44,50","44,50","44,50","44,50","44,50","44,50","47,50","49,50","49,50"
CAFÉ ARÁBICA (60 kg),PRODUTOR,PE,"346,00","334,58","327,50","336,67","341,33","349,17","341,67","344,83","348,67","339,00","342,92","346,67"
CANA DE AÇÚCAR (t),PRODUTOR,PE,"61,84","63,05","64,26","64,70","66,52","67,86","66,02","74,34","70,29","70,63","82,82","90,60"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,PE,"1,99","2,10","2,10","2,10","2,10","2,10","2,10","2,10","2,10",,,
FARINHA DE MANDIOCA (50 kg),PRODUTOR,PE,"87,71","85,89","83,21","84,36","89,14","90,36","83,43","78,46","76,29","72,07","76,33","79,29"
FEIJÃO CAUPI (60 kg),PRODUTOR,PE,"160,04","169,76","176,11","192,73","197,77","185,26","165,31","156,52","141,58","141,22","189,69","208,75"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,PE,"156,57","181,79","190,00","186,79","190,00","183,93","174,57","169,82","158,35","152,75","177,50",
FRANGO VIVO (kg),PRODUTOR,PE,"3,08","3,03","3,25","2,96","2,74","2,88","2,72","2,78","3,35","4,07","4,23","4,14"
LEITE DE CABRA IN NATURA (l),PRODUTOR,PE,"1,65","1,77","1,77","1,77","1,80","1,94","1,95","1,95","1,95","2,05","2,10","2,10"
LEITE DE VACA (l),PRODUTOR,PE,"0,87","0,85","0,87","0,89","0,91","0,94","0,94","0,94","0,93","0,95","0,99","1,00"
MAMONA EM BAGA (60 kg),PRODUTOR,PE,"79,54","79,54","79,54","79,54","79,54","79,54","79,54","79,54","79,54",,,
MILHO EM GRÃOS (60 kg),PRODUTOR,PE,"36,41","37,33",,,,,,,"37,00",,,
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PE,"200,00","197,50","180,89","183,89","204,51","210,34","194,25","187,18","179,28","172,70","196,59","223,77"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,PE,"29,25","29,25","29,25","29,25","29,25","29,25","29,25","29,25","29,25",,,
SUÍNO VIVO (kg),PRODUTOR,PE,"4,64","4,58","4,23","3,80","3,72","3,50","3,42","3,50","3,50","4,10","4,08","4,38"
UVA DE MESA ITÁLIA (kg),PRODUTOR,PE,"2,75","3,00","3,04","3,00","2,75","2,75","2,59","2,50","2,36","2,45","2,75","2,88"
ABACAXI (un),ATACADO,PI,,,,,"2,70","2,30","2,50","2,50","2,30","2,80","2,50","2,60"
ALHO (kg),ATACADO,PI,,,,,"10,00","10,00","11,00","11,00","11,50","11,00","11,00","14,00"
ARROZ LONGO BENEFICIADO (30 kg),ATACADO,PI,"63,33","63,80","64,09","64,86","67,06","66,79","64,65","63,86","61,82","65,12","66,81","67,49"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,"65,62","65,62","65,81","66,83","68,50","68,38","66,75","67,67","66,12","67,98","71,51","72,08"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PI,,,,,,,,,,,,"75,00"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (30 kg),ATACADO,PI,,,,,,,,,,,,"66,36"
AÇÚCAR CRISTAL (30 kg),ATACADO,PI,,,,,,,,,,,,"69,60"
BANANA NANICA (kg),ATACADO,PI,,,,,"1,30","1,30","1,60","1,50","1,40","1,60","1,70","1,70"
BANANA PRATA (kg),ATACADO,PI,,,,,"1,30","1,30","1,60","1,60","1,60","1,50","1,70","1,70"
BATATA INGLESA (kg),ATACADO,PI,,,,,"2,30","2,80","3,00","2,00","2,10","2,00","2,50","2,80"
BATATA-DOCE (kg),ATACADO,PI,,,,,"1,57","1,40","1,50","1,50","1,40","1,40","1,50","1,60"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,PI,,,,,,,,,,,,"77,60"
CARNE BOVINA DIANTEIRO COM OSSO (kg),ATACADO,PI,,,,,,,,,,"8,60","8,85","9,00"
CARNE BOVINA PONTA DE AGULHA (kg),ATACADO,PI,,,,,,,,,,"8,60","8,85","9,23"
CARNE DE FRANGO CONGELADO (kg),ATACADO,PI,,,,,,,,,,"5,40","5,45","5,60"
CARNE DE FRANGO RESFRIADO (kg),ATACADO,PI,,,,,,,,,,"5,50","5,98","6,53"
CARNE SUÍNA CONGELADA CARCAÇA (kg),ATACADO,PI,,,,,,,,,,"11,98","12,64","10,80"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),ATACADO,PI,,,,,,,,,,,"12,63","12,78"
CARÁ (kg),ATACADO,PI,,,,,"3,53","3,80","3,80","3,50","3,80","4,00","4,00","4,00"
CEBOLA (kg),ATACADO,PI,,,,,"3,25","4,00","3,00","5,00","3,50","1,50","2,00","2,50"
COCO VERDE (un),ATACADO,PI,,,,,"1,35","1,30","1,40","1,00","1,00","1,20","1,20","1,10"
FARINHA DE MANDIOCA (50 kg),ATACADO,PI,"133,60","144,75","155,85","156,30","157,96","142,50","128,28","111,03","100,63","109,32","113,98","111,03"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,PI,,,,,,,,,,,,"25,20"
FEIJÃO CAUPI (60 kg),ATACADO,PI,"146,60","172,45","183,50","182,50","176,56","162,25","160,81","164,41","164,99","162,31","185,73","191,84"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,PI,,,,,,,,,,,,"157,20"
FEIJÃO COMUM CORES (60 kg),ATACADO,PI,"191,67","211,92","213,96","212,92","203,13","186,25","190,84","188,16","179,03","178,42","190,73","203,93"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PI,,,,,,,,,,,,"149,70"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,PI,,,,,,,,,,,,"131,28"
FLOCOS DE MILHO PRE-COZIDO (10 kg),ATACADO,PI,,,,,,,,,,,,"22,00"
INHAME (kg),ATACADO,PI,,,,,"3,60","3,80","3,50","3,80","3,80","4,00","4,00","4,00"
LARANJA PERA (kg),ATACADO,PI,,,,,"1,30","1,30","1,30","1,50","1,60","1,60","1,60","1,60"
LEITE DE VACA EM PÓ INTEGRAL (25 kg),ATACADO,PI,,,,,,,,,,,,"133,00"
LEITE DE VACA TIPO C (l),ATACADO,PI,"2,17","2,23","2,22","2,18","2,18","2,10","2,08","2,08","2,08","2,22","2,25","2,29"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (5 kg),ATACADO,PI,,,,,,,,,,,,"18,40"
MAMÃO FORMOSA (kg),ATACADO,PI,,,,,"1,20","1,20","1,20","1,20","1,20","1,30","1,30","1,30"
MARACUJÁ AZEDO (kg),ATACADO,PI,,,,,"1,80","2,50","1,80","2,30","1,67","2,70","2,80","2,80"
MAÇÃ NACIONAL (kg),ATACADO,PI,,,,,"4,33","4,50","4,50","1,50","5,00","5,00","5,00","5,50"
MILHO EM GRÃOS (60 kg),ATACADO,PI,"39,06","43,85","44,10","44,45","43,79","40,41","39,78","39,49","40,27","43,26","47,00",
OLEO DE SOJA REFINADO (20 latas),ATACADO,PI,,,,,,,,,,,,"68,00"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,PI,,,,,,,,,,"79,90","79,90","79,90"
PIMENTÃO VERDE (kg),ATACADO,PI,,,,,"2,63","2,50","3,00","2,30","2,50","2,50","2,30","2,30"
POLVILHO (60 kg),ATACADO,PI,"191,60","203,00","238,10","237,35","235,20","237,10","229,32","202,75","188,10","184,36","188,00","191,00"
QUIABO (kg),ATACADO,PI,,,,,"1,57","1,30","1,60","1,40","1,50","1,50","1,60","1,60"
TANGERINA (kg),ATACADO,PI,,,,,"1,50","1,40","1,50","1,50","1,60","1,60","1,60","1,60"
TOMATE (kg),ATACADO,PI,,,,,"4,03","3,50","4,00","3,00","2,00","2,50","2,50","3,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,"17,30","17,50","17,50","17,50","17,50","18,00","19,50","19,50","19,50","19,50","19,50","19,50"
ALGODÃO EM PLUMA (15 kg),PRODUTOR,PI,"46,20","47,00","47,00","47,00","47,00","52,75","61,60","64,00","64,50","65,00","65,00","69,75"
ALGODÃO EM PLUMA TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,PI,,,,,,,,,,,,"72,00"
ALHO ROXO NOBRE 5 (kg),PRODUTOR,PI,"7,78","8,00","8,00","8,15","8,20","8,20","8,20",,,,,
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,"39,80","39,80","39,80","39,80","35,00","35,00","35,00","35,00","35,00","35,00","35,00","35,75"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PI,"41,61","41,61","41,61","41,61",,,,,,,,
AZEITE DE BABAÇU (l),PRODUTOR,PI,,,,,,,,,,,,"12,00"
BANANA PRATA (kg),PRODUTOR,PI,,,,,,,,,,,,"0,95"
CANA DE AÇÚCAR (t),PRODUTOR,PI,"85,00","85,00","85,00","87,25","88,00","88,00","88,00","88,00","88,00","88,00","88,00","88,00"
CARNE CAPRINA CARCAÇA (kg),PRODUTOR,PI,"14,40","15,25","15,63","15,50","15,80","16,25","15,08","14,69","14,94","14,38","14,69","14,63"
CAROÇO DE ALGODÃO (t),PRODUTOR,PI,,,,,,,,,,,,"600,00"
CASTANHA DE BABAÇU AMÊNDOA (kg),PRODUTOR,PI,"1,68","1,68","1,69","1,70","1,70","1,70","1,70","1,50","1,50","1,50","1,53","1,62"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,PI,"1,97","1,92","1,98","1,99","2,00","2,07","1,94","1,93","2,29","2,50","2,65","2,71"
COCO DE BABAÇU (50 kg),PRODUTOR,PI,,,,,,,,,,,,"3,00"
FARINHA DE MANDIOCA (50 kg),PRODUTOR,PI,"100,83","106,25","107,50","107,50",,,"61,67","57,79","56,29","63,98","65,67","66,78"
FARINHA DE MANDIOCA FINA BENEFICIADA SECA (50 kg),PRODUTOR,PI,,,,,,,,,,,,"70,00"
FRANGO VIVO (kg),PRODUTOR,PI,,,,,,,,,,"4,06","4,68","4,93"
LEITE DE CABRA (l),PRODUTOR,PI,"3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00"
LEITE DE VACA (l),PRODUTOR,PI,"1,58","1,57","1,54","1,52","1,52","1,52","1,52","1,52","1,51","1,52","1,52","1,53"
LEITE DE VACA IN NATURA (l),PRODUTOR,PI,,,,,,,,,,,,"1,12"
MILHO EM GRÃOS (60 kg),PRODUTOR,PI,"27,14","31,29","30,57","28,11","27,86","26,36","27,29","29,12","30,15","31,69","32,79","34,29"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,PI,,,,,,,,,,"69,90","69,90","69,90"
POLVILHO (60 kg),PRODUTOR,PI,"149,60","154,00","154,00","154,00",,,,"175,00","158,50","151,20","150,00","150,00"
PÓ CERÍFERO DE CARNAÚBA A (kg) (kg),PRODUTOR,PI,"11,43","12,58","13,10","13,33","13,47","13,13","12,93","13,00","13,54","13,33","13,67","13,33"
PÓ CERÍFERO DE CARNAÚBA B (kg) (kg),PRODUTOR,PI,"9,09","9,00","10,54","11,20","11,46","10,76","10,49","10,76","10,47","10,38","10,38","9,94"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PI,"404,12","406,26","406,26","406,26",,,,"205,28","205,28","246,24","250,23","252,71"
SOJA EM GRÃOS (60 kg),PRODUTOR,PI,"57,67","54,42","57,67","54,92","55,57","55,92","62,37","66,09","71,92","74,07","70,92","71,79"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,PI,"17,00","17,00","17,50","18,00","18,00","18,00","18,00","19,00","19,25","19,20","19,00","19,00"
TOMATE (28 kg),PRODUTOR,PI,,,,,,,,,,,,"15,00"
ÓLEO DE BABAÇU (l),PRODUTOR,PI,,,,,,,,,,,,"4,70"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (kg),VAREJO,PI,,,,,,,,,,,,"2,38"
BATATA INGLESA (kg),VAREJO,PI,,,,,,,,,,,,"2,90"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,PI,,,,,,,,,,"10,70","10,70","11,70"
CARNE DE FRANGO CONGELADO (kg),VAREJO,PI,,,,,,,,,,"6,48","6,41","6,25"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,PI,,,,,,,,,,"6,53","7,20","7,35"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,PI,,,,,,,,,,"13,20","13,20","11,97"
CEBOLA (kg),VAREJO,PI,,,,,,,,,,,,"4,99"
FARINHA DE TRIGO COMUM (kg),VAREJO,PI,,,,,,,,,,,,"3,29"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,PI,,,,,,,,,,,,"5,15"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,PI,,,,,,,,,,,,"5,41"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,PI,,,,,,,,,,,,"4,75"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,PI,,,,,,,,,,,,"3,33"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg),VAREJO,PI,,,,,,,,,,,,"4,30"
POLPA DE AÇAÍ GROSSA(O) (500 g),VAREJO,PI,,,,,,,,,,,,"6,99"
PÃO FRANCÊS (kg),VAREJO,PI,,,,,,,,,,,,"8,10"
TOMATE (kg),VAREJO,PI,,,,,,,,,,,,"4,99"
ABACAXI (un),ATACADO,PR,"1,88","2,10","2,03","1,63","1,63","1,56","1,56","1,56","1,56","1,56",,"1,56"
ALHO (kg),ATACADO,PR,"8,00","8,00","8,00","8,00","8,00","6,78","10,77","12,80","10,00","10,00",,"11,75"
AMENDOIM DESCASCADO (25 kg),ATACADO,PR,"138,75","136,00","140,00","142,50","140,00","140,00","142,00","140,00","145,00","140,00","140,00","143,75"
ARROZ LONGO BENEFICIADO (30 kg),ATACADO,PR,"52,68","46,28","46,48","46,50","46,50","50,60","51,60","51,60","51,60","52,40","56,38","59,13"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,"46,62","46,75","47,40","47,61","47,50","46,87","46,60","46,21","46,99","52,70","56,18","56,26"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PR,,,,,,,,,,"62,10","69,30","67,75"
AÇÚCAR CRISTAL (2 kg),ATACADO,PR,,,,,,,,,,"3,31","3,58","4,26"
BANANA NANICA (kg),ATACADO,PR,"0,75","0,66","0,82","1,09","0,86","0,75","0,72","0,87","0,78","0,75",,"1,24"
